state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,9,1,2021-02-27
RI,5,0,2021-02-27
SC,90,0,2021-02-27
SD,6,0,2021-02-27
TN,76,1,2021-02-27
TX,600,11,2021-02-27
UT,29,5,2021-02-27
VA,135,44,2021-02-27
VI,1,0,2021-02-27
VT,5,0,2021-02-27
WA,52,0,2021-02-27
WI,66,0,2021-02-27
WV,23,0,2021-02-27
AK,1,0,2021-02-27
AL,101,2,2021-02-27
AR,50,2,2021-02-27
AZ,123,1,2021-02-27
CA,522,9,2021-02-27
CO,67,3,2021-02-27
CT,79,0,2021-02-27
DC,13,2,2021-02-27
DE,13,0,2021-02-27
FL,581,17,2021-02-27
GA,294,11,2021-02-27
HI,4,0,2021-02-27
IA,39,0,2021-02-27
ID,17,0,2021-02-27
IL,137,1,2021-02-27
IN,81,8,2021-02-27
KS,35,0,2021-02-27
KY,152,2,2021-02-27
LA,84,2,2021-02-27
MA,102,4,2021-02-27
MD,92,1,2021-02-27
ME,10,0,2021-02-27
MI,96,5,2021-02-27
MN,38,1,2021-02-27
MO,79,6,2021-02-27
MS,46,1,2021-02-27
MT,18,0,2021-02-27
NC,132,3,2021-02-27
ND,13,1,2021-02-27
NE,22,0,2021-02-27
NH,9,0,2021-02-27
NJ,232,3,2021-02-27
NM,16,0,2021-02-27
NV,52,1,2021-02-27
NY,550,16,2021-02-27
OH,201,6,2021-02-27
OK,98,2,2021-02-27
OR,21,0,2021-02-27
PA,209,6,2021-02-27
WY,3,0,2021-02-27
