state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,14,3,2021-01-29
RI,27,0,2021-01-29
SC,227,1,2021-01-29
SD,14,0,2021-01-29
TN,112,1,2021-01-29
TX,1317,24,2021-01-29
UT,73,3,2021-01-29
VA,280,4,2021-01-29
VI,2,0,2021-01-29
VT,2,0,2021-01-29
WA,108,1,2021-01-29
WI,172,6,2021-01-29
WV,53,0,2021-01-29
AK,6,0,2021-01-29
AL,277,2,2021-01-29
AR,143,2,2021-01-29
AZ,425,3,2021-01-29
CA,1522,18,2021-01-29
CO,74,2,2021-01-29
CT,133,4,2021-01-29
DC,25,0,2021-01-29
DE,30,2,2021-01-29
FL,855,13,2021-01-29
GA,566,22,2021-01-29
HI,9,1,2021-01-29
IA,58,2,2021-01-29
ID,25,1,2021-01-29
IL,292,3,2021-01-29
IN,214,8,2021-01-29
KS,79,2,2021-01-29
KY,329,3,2021-01-29
LA,181,3,2021-01-29
MA,224,1,2021-01-29
MD,217,3,2021-01-29
ME,15,0,2021-01-29
MI,168,6,2021-01-29
MN,79,1,2021-01-29
MO,158,9,2021-01-29
MS,83,4,2021-01-29
MT,26,0,2021-01-29
NC,325,5,2021-01-29
ND,8,1,2021-01-29
NE,40,0,2021-01-29
NH,25,0,2021-01-29
NJ,351,3,2021-01-29
NM,74,0,2021-01-29
NV,112,2,2021-01-29
NY,911,11,2021-01-29
OH,361,8,2021-01-29
OK,258,1,2021-01-29
OR,40,1,2021-01-29
PA,399,8,2021-01-29
WY,1,0,2021-01-29
