state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
AK,10,0,2020-12-27
AL,350,2,2020-12-27
AR,151,3,2020-12-27
AZ,461,8,2020-12-27
CA,2117,18,2020-12-27
CO,128,3,2020-12-27
CT,120,5,2020-12-27
DC,13,0,2020-12-27
DE,31,0,2020-12-27
FL,849,11,2020-12-27
GA,632,13,2020-12-27
HI,8,0,2020-12-27
IA,67,2,2020-12-27
PR,21,0,2020-12-27
RI,21,0,2020-12-27
SC,173,1,2020-12-27
SD,17,0,2020-12-27
TN,8,0,2020-12-27
TX,1319,24,2020-12-27
UT,58,3,2020-12-27
VA,207,1,2020-12-27
VI,1,0,2020-12-27
VT,1,0,2020-12-27
WA,103,1,2020-12-27
WI,211,0,2020-12-27
WV,71,0,2020-12-27
MT,27,1,2020-12-27
NC,314,1,2020-12-27
ND,20,1,2020-12-27
NE,35,3,2020-12-27
NH,38,0,2020-12-27
NJ,376,4,2020-12-27
NM,135,0,2020-12-27
NV,192,1,2020-12-27
NY,964,6,2020-12-27
OH,431,7,2020-12-27
OK,319,3,2020-12-27
OR,52,0,2020-12-27
PA,581,7,2020-12-27
ID,39,0,2020-12-27
IL,344,2,2020-12-27
IN,263,6,2020-12-27
KS,119,2,2020-12-27
KY,389,1,2020-12-27
LA,139,2,2020-12-27
MA,260,0,2020-12-27
MD,213,0,2020-12-27
ME,15,0,2020-12-27
MI,252,5,2020-12-27
MN,96,4,2020-12-27
MO,279,3,2020-12-27
MS,164,0,2020-12-27
WY,17,1,2020-12-27
