state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,8,3,2021-02-16
RI,22,1,2021-02-16
SC,157,4,2021-02-16
SD,7,1,2021-02-16
TN,85,1,2021-02-16
TX,598,18,2021-02-16
UT,32,3,2021-02-16
VA,185,5,2021-02-16
VI,0,0,2021-02-16
VT,5,0,2021-02-16
WA,76,0,2021-02-16
WI,90,1,2021-02-16
WV,31,1,2021-02-16
AK,8,0,2021-02-16
AL,133,3,2021-02-16
AR,56,3,2021-02-16
AZ,207,3,2021-02-16
CA,685,13,2021-02-16
CO,61,3,2021-02-16
CT,95,3,2021-02-16
DC,29,1,2021-02-16
DE,17,0,2021-02-16
FL,733,14,2021-02-16
GA,374,23,2021-02-16
HI,3,0,2021-02-16
IA,40,3,2021-02-16
ID,20,0,2021-02-16
IL,203,1,2021-02-16
IN,97,7,2021-02-16
KS,43,0,2021-02-16
KY,219,1,2021-02-16
LA,68,1,2021-02-16
MA,102,0,2021-02-16
MD,112,0,2021-02-16
ME,8,0,2021-02-16
MI,108,2,2021-02-16
MN,40,2,2021-02-16
MO,92,2,2021-02-16
MS,41,0,2021-02-16
MT,22,0,2021-02-16
NC,172,1,2021-02-16
ND,9,3,2021-02-16
NE,13,0,2021-02-16
NH,17,0,2021-02-16
NJ,245,1,2021-02-16
NM,34,0,2021-02-16
NV,66,1,2021-02-16
NY,619,3,2021-02-16
OH,219,5,2021-02-16
OK,131,4,2021-02-16
OR,36,3,2021-02-16
PA,276,5,2021-02-16
WY,2,0,2021-02-16
