state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,26,1,2020-12-07
RI,34,1,2020-12-07
SC,174,4,2020-12-07
SD,45,2,2020-12-07
TN,294,2,2020-12-07
TX,1046,7,2020-12-07
UT,102,0,2020-12-07
VA,160,5,2020-12-07
VI,0,0,2020-12-07
VT,5,1,2020-12-07
WA,100,0,2020-12-07
WI,311,3,2020-12-07
WV,61,0,2020-12-07
AK,10,0,2020-12-07
AL,267,1,2020-12-07
AR,129,2,2020-12-07
AZ,272,2,2020-12-07
CA,1419,17,2020-12-07
CO,181,4,2020-12-07
CT,126,2,2020-12-07
DC,34,2,2020-12-07
DE,46,10,2020-12-07
FL,574,16,2020-12-07
GA,428,10,2020-12-07
HI,8,1,2020-12-07
IA,109,2,2020-12-07
MT,44,1,2020-12-07
NC,264,2,2020-12-07
ND,29,3,2020-12-07
NE,73,0,2020-12-07
NH,42,0,2020-12-07
NJ,378,1,2020-12-07
NM,118,3,2020-12-07
NV,155,1,2020-12-07
NY,727,9,2020-12-07
OH,655,10,2020-12-07
OK,271,4,2020-12-07
OR,56,2,2020-12-07
PA,650,3,2020-12-07
ID,58,3,2020-12-07
IL,465,4,2020-12-07
IN,316,2,2020-12-07
KS,130,0,2020-12-07
KY,373,2,2020-12-07
LA,187,3,2020-12-07
MA,178,1,2020-12-07
MD,216,0,2020-12-07
ME,18,1,2020-12-07
MI,387,8,2020-12-07
MN,165,4,2020-12-07
MO,266,0,2020-12-07
MS,121,1,2020-12-07
WY,24,0,2020-12-07
