state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,11,4,2021-01-07
RI,39,1,2021-01-07
SC,304,0,2021-01-07
SD,25,2,2021-01-07
TN,61,0,2021-01-07
TX,1979,38,2021-01-07
UT,87,4,2021-01-07
VA,305,5,2021-01-07
VI,0,0,2021-01-07
VT,8,0,2021-01-07
WA,110,2,2021-01-07
WI,253,4,2021-01-07
WV,97,1,2021-01-07
MT,39,0,2021-01-07
NC,456,3,2021-01-07
ND,17,1,2021-01-07
NE,44,6,2021-01-07
NH,38,1,2021-01-07
NJ,444,5,2021-01-07
NM,100,0,2021-01-07
NV,155,0,2021-01-07
NY,1215,13,2021-01-07
OH,560,6,2021-01-07
OK,429,2,2021-01-07
OR,58,0,2021-01-07
PA,548,5,2021-01-07
AK,10,0,2021-01-07
AL,451,2,2021-01-07
AR,174,1,2021-01-07
AZ,610,6,2021-01-07
CA,2506,37,2021-01-07
CO,122,6,2021-01-07
CT,181,1,2021-01-07
DC,39,7,2021-01-07
DE,48,2,2021-01-07
FL,1160,19,2021-01-07
GA,827,17,2021-01-07
HI,8,0,2021-01-07
IA,99,1,2021-01-07
ID,48,1,2021-01-07
IL,431,4,2021-01-07
IN,334,10,2021-01-07
KS,141,0,2021-01-07
KY,376,1,2021-01-07
LA,320,4,2021-01-07
MA,279,4,2021-01-07
MD,269,3,2021-01-07
ME,19,0,2021-01-07
MI,315,5,2021-01-07
MN,107,1,2021-01-07
MO,276,4,2021-01-07
MS,187,0,2021-01-07
WY,18,2,2021-01-07
