state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PA,633,5,2020-12-31
PR,42,1,2020-12-31
RI,40,1,2020-12-31
SC,268,3,2020-12-31
SD,26,0,2020-12-31
TN,71,1,2020-12-31
TX,1809,36,2020-12-31
UT,95,1,2020-12-31
VA,279,5,2020-12-31
VI,0,0,2020-12-31
VT,1,0,2020-12-31
WA,89,2,2020-12-31
WI,243,3,2020-12-31
AK,7,0,2020-12-31
AL,420,3,2020-12-31
AR,181,1,2020-12-31
AZ,524,7,2020-12-31
CA,2355,31,2020-12-31
CO,158,8,2020-12-31
CT,144,0,2020-12-31
DC,35,3,2020-12-31
DE,41,0,2020-12-31
FL,1053,14,2020-12-31
GA,873,17,2020-12-31
HI,11,0,2020-12-31
IA,87,0,2020-12-31
MS,182,1,2020-12-31
MT,37,0,2020-12-31
NC,360,4,2020-12-31
ND,23,0,2020-12-31
NE,59,3,2020-12-31
NH,53,0,2020-12-31
NJ,476,4,2020-12-31
NM,120,2,2020-12-31
NV,176,1,2020-12-31
NY,1106,18,2020-12-31
OH,622,10,2020-12-31
OK,424,4,2020-12-31
OR,64,2,2020-12-31
ID,30,1,2020-12-31
IL,419,7,2020-12-31
IN,347,7,2020-12-31
KS,147,0,2020-12-31
KY,411,3,2020-12-31
LA,236,2,2020-12-31
MA,320,3,2020-12-31
MD,239,1,2020-12-31
ME,16,0,2020-12-31
MI,323,9,2020-12-31
MN,115,1,2020-12-31
MO,266,6,2020-12-31
WV,101,1,2020-12-31
WY,19,0,2020-12-31
