state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,14,0,2021-01-20
RI,29,0,2021-01-20
SC,257,0,2021-01-20
SD,19,0,2021-01-20
TN,192,4,2021-01-20
TX,1664,24,2021-01-20
UT,75,5,2021-01-20
VA,299,5,2021-01-20
VI,0,0,2021-01-20
VT,12,0,2021-01-20
WA,86,0,2021-01-20
WI,198,0,2021-01-20
WV,64,0,2021-01-20
AK,4,1,2021-01-20
AL,359,0,2021-01-20
AR,148,2,2021-01-20
AZ,571,9,2021-01-20
CA,1952,30,2021-01-20
CO,115,3,2021-01-20
CT,151,4,2021-01-20
DC,23,2,2021-01-20
DE,42,3,2021-01-20
FL,1052,17,2021-01-20
GA,787,23,2021-01-20
HI,6,0,2021-01-20
IA,80,2,2021-01-20
ID,20,0,2021-01-20
IL,370,3,2021-01-20
IN,269,41,2021-01-20
KS,114,2,2021-01-20
KY,390,2,2021-01-20
LA,219,2,2021-01-20
MA,239,2,2021-01-20
MD,205,2,2021-01-20
ME,13,0,2021-01-20
MI,212,5,2021-01-20
MN,70,4,2021-01-20
MO,203,7,2021-01-20
MS,112,3,2021-01-20
MT,35,2,2021-01-20
NC,370,21,2021-01-20
ND,11,0,2021-01-20
NE,51,1,2021-01-20
NH,28,0,2021-01-20
NJ,392,2,2021-01-20
NM,80,0,2021-01-20
NV,132,1,2021-01-20
NY,1031,16,2021-01-20
OH,482,7,2021-01-20
OK,316,4,2021-01-20
OR,33,0,2021-01-20
PA,470,6,2021-01-20
WY,11,1,2021-01-20
