state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PA,287,5,2021-02-11
PR,218,1,2021-02-11
RI,17,0,2021-02-11
SC,156,2,2021-02-11
SD,8,0,2021-02-11
TN,131,4,2021-02-11
TX,989,19,2021-02-11
UT,39,4,2021-02-11
VA,184,5,2021-02-11
VI,0,0,2021-02-11
VT,6,0,2021-02-11
WA,56,0,2021-02-11
WI,101,1,2021-02-11
AK,3,0,2021-02-11
AL,175,0,2021-02-11
AR,90,1,2021-02-11
AZ,243,8,2021-02-11
CA,928,18,2021-02-11
CO,80,6,2021-02-11
CT,97,2,2021-02-11
DC,28,1,2021-02-11
DE,28,0,2021-02-11
FL,725,11,2021-02-11
GA,417,13,2021-02-11
HI,6,0,2021-02-11
IA,40,0,2021-02-11
MS,42,0,2021-02-11
MT,27,0,2021-02-11
NC,250,4,2021-02-11
ND,5,0,2021-02-11
NE,14,2,2021-02-11
NH,12,0,2021-02-11
NJ,264,3,2021-02-11
NM,42,0,2021-02-11
NV,75,1,2021-02-11
NY,704,15,2021-02-11
OH,273,2,2021-02-11
OK,164,2,2021-02-11
OR,32,1,2021-02-11
ID,25,0,2021-02-11
IL,206,5,2021-02-11
IN,125,7,2021-02-11
KS,70,1,2021-02-11
KY,268,1,2021-02-11
LA,102,3,2021-02-11
MA,140,2,2021-02-11
MD,125,0,2021-02-11
ME,9,0,2021-02-11
MI,115,3,2021-02-11
MN,51,2,2021-02-11
MO,107,4,2021-02-11
WV,35,0,2021-02-11
WY,11,0,2021-02-11
