state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,40,0,2020-12-21
RI,31,0,2020-12-21
SC,182,0,2020-12-21
SD,22,0,2020-12-21
TN,323,7,2020-12-21
TX,1336,17,2020-12-21
UT,64,1,2020-12-21
VA,201,2,2020-12-21
VI,0,0,2020-12-21
VT,8,0,2020-12-21
WA,97,2,2020-12-21
WI,269,1,2020-12-21
WV,86,1,2020-12-21
AK,9,0,2020-12-21
AL,350,2,2020-12-21
AR,135,2,2020-12-21
AZ,450,1,2020-12-21
CA,2025,24,2020-12-21
CO,145,3,2020-12-21
CT,97,3,2020-12-21
DC,18,2,2020-12-21
DE,47,0,2020-12-21
FL,757,6,2020-12-21
GA,561,22,2020-12-21
HI,4,0,2020-12-21
IA,70,1,2020-12-21
MT,26,0,2020-12-21
NC,304,6,2020-12-21
ND,24,1,2020-12-21
NE,62,4,2020-12-21
NH,39,0,2020-12-21
NJ,373,4,2020-12-21
NM,107,2,2020-12-21
NV,186,0,2020-12-21
NY,749,15,2020-12-21
OH,573,9,2020-12-21
OK,327,8,2020-12-21
OR,61,2,2020-12-21
PA,644,4,2020-12-21
ID,49,1,2020-12-21
IL,443,6,2020-12-21
IN,332,10,2020-12-21
KS,131,0,2020-12-21
KY,402,1,2020-12-21
LA,191,1,2020-12-21
MA,189,2,2020-12-21
MD,206,1,2020-12-21
ME,14,0,2020-12-21
MI,274,4,2020-12-21
MN,104,3,2020-12-21
MO,253,4,2020-12-21
MS,130,3,2020-12-21
WY,17,0,2020-12-21
