state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,15,1,2021-03-02
RI,13,0,2021-03-02
SC,85,1,2021-03-02
SD,12,0,2021-03-02
TN,92,3,2021-03-02
TX,549,23,2021-03-02
UT,29,1,2021-03-02
VA,144,9,2021-03-02
VI,0,0,2021-03-02
VT,4,0,2021-03-02
WA,46,0,2021-03-02
WI,69,2,2021-03-02
WV,19,0,2021-03-02
AK,6,0,2021-03-02
AL,93,4,2021-03-02
AR,40,1,2021-03-02
AZ,102,2,2021-03-02
CA,408,10,2021-03-02
CO,42,2,2021-03-02
CT,89,3,2021-03-02
DC,20,3,2021-03-02
DE,12,0,2021-03-02
FL,585,15,2021-03-02
GA,168,1,2021-03-02
HI,3,0,2021-03-02
IA,27,1,2021-03-02
ID,19,0,2021-03-02
IL,145,2,2021-03-02
IN,61,6,2021-03-02
KS,28,0,2021-03-02
KY,174,1,2021-03-02
LA,65,11,2021-03-02
MA,100,1,2021-03-02
MD,86,3,2021-03-02
ME,16,0,2021-03-02
MI,115,3,2021-03-02
MN,29,0,2021-03-02
MO,60,2,2021-03-02
MS,36,0,2021-03-02
MT,16,0,2021-03-02
NC,114,5,2021-03-02
ND,5,0,2021-03-02
NE,13,2,2021-03-02
NH,17,1,2021-03-02
NJ,259,3,2021-03-02
NM,26,0,2021-03-02
NV,48,1,2021-03-02
NY,590,8,2021-03-02
OH,166,8,2021-03-02
OK,80,2,2021-03-02
OR,22,0,2021-03-02
PA,223,3,2021-03-02
WY,6,0,2021-03-02
