state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,232,0,2021-02-19
RI,11,1,2021-02-19
SC,135,0,2021-02-19
SD,10,1,2021-02-19
TN,117,3,2021-02-19
TX,772,20,2021-02-19
UT,38,3,2021-02-19
VA,126,8,2021-02-19
VI,0,0,2021-02-19
VT,3,0,2021-02-19
WA,43,1,2021-02-19
WI,96,6,2021-02-19
WV,25,0,2021-02-19
AK,7,0,2021-02-19
AL,131,3,2021-02-19
AR,65,3,2021-02-19
AZ,191,5,2021-02-19
CA,631,13,2021-02-19
CO,70,0,2021-02-19
CT,85,4,2021-02-19
DC,16,0,2021-02-19
DE,24,0,2021-02-19
FL,699,13,2021-02-19
GA,464,17,2021-02-19
HI,2,0,2021-02-19
IA,34,0,2021-02-19
MT,13,0,2021-02-19
NC,171,5,2021-02-19
ND,8,1,2021-02-19
NE,18,0,2021-02-19
NH,10,0,2021-02-19
NJ,192,3,2021-02-19
NM,26,1,2021-02-19
NV,64,1,2021-02-19
NY,558,9,2021-02-19
OH,233,4,2021-02-19
OK,140,1,2021-02-19
OR,39,2,2021-02-19
PA,210,1,2021-02-19
ID,13,0,2021-02-19
IL,191,1,2021-02-19
IN,103,3,2021-02-19
KS,50,3,2021-02-19
KY,250,1,2021-02-19
LA,81,5,2021-02-19
MA,106,1,2021-02-19
MD,114,0,2021-02-19
ME,6,0,2021-02-19
MI,102,2,2021-02-19
MN,55,0,2021-02-19
MO,102,1,2021-02-19
MS,41,0,2021-02-19
WY,7,0,2021-02-19
