state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,19,3,2021-01-15
RI,36,1,2021-01-15
SC,269,0,2021-01-15
SD,18,2,2021-01-15
TN,208,2,2021-01-15
TX,1851,35,2021-01-15
UT,97,3,2021-01-15
VA,324,3,2021-01-15
VI,1,0,2021-01-15
VT,8,0,2021-01-15
WA,103,0,2021-01-15
WI,211,2,2021-01-15
WV,81,0,2021-01-15
AK,8,0,2021-01-15
AL,403,3,2021-01-15
AR,177,2,2021-01-15
AZ,607,2,2021-01-15
CA,2216,24,2021-01-15
CO,131,2,2021-01-15
CT,166,2,2021-01-15
DC,27,2,2021-01-15
DE,53,3,2021-01-15
FL,1112,19,2021-01-15
GA,708,19,2021-01-15
HI,7,1,2021-01-15
IA,78,2,2021-01-15
ID,40,1,2021-01-15
IL,385,1,2021-01-15
IN,316,10,2021-01-15
KS,143,1,2021-01-15
KY,441,3,2021-01-15
LA,261,3,2021-01-15
MA,293,1,2021-01-15
MD,236,2,2021-01-15
ME,19,1,2021-01-15
MI,259,4,2021-01-15
MN,94,2,2021-01-15
MO,210,8,2021-01-15
MS,125,4,2021-01-15
MT,42,3,2021-01-15
NC,433,9,2021-01-15
ND,16,3,2021-01-15
NE,57,2,2021-01-15
NH,31,0,2021-01-15
NJ,439,5,2021-01-15
NM,93,0,2021-01-15
NV,176,2,2021-01-15
NY,1177,9,2021-01-15
OH,552,9,2021-01-15
OK,381,5,2021-01-15
OR,48,3,2021-01-15
PA,590,2,2021-01-15
WY,18,0,2021-01-15
