state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
AK,6,0,2021-01-10
AL,393,4,2021-01-10
AR,167,5,2021-01-10
AZ,607,2,2021-01-10
CA,1778,19,2021-01-10
CO,137,4,2021-01-10
CT,147,2,2021-01-10
DC,25,0,2021-01-10
DE,63,1,2021-01-10
FL,998,21,2021-01-10
GA,756,15,2021-01-10
HI,11,1,2021-01-10
IA,72,1,2021-01-10
PR,41,2,2021-01-10
RI,33,0,2021-01-10
SC,278,3,2021-01-10
SD,23,1,2021-01-10
TN,200,4,2021-01-10
TX,1834,37,2021-01-10
UT,80,2,2021-01-10
VA,298,2,2021-01-10
VI,0,0,2021-01-10
VT,9,0,2021-01-10
WA,62,1,2021-01-10
WI,204,0,2021-01-10
WV,71,1,2021-01-10
MT,27,0,2021-01-10
NC,448,1,2021-01-10
ND,10,1,2021-01-10
NE,56,4,2021-01-10
NH,29,1,2021-01-10
NJ,424,4,2021-01-10
NM,99,1,2021-01-10
NV,163,1,2021-01-10
NY,1075,14,2021-01-10
OH,501,10,2021-01-10
OK,337,1,2021-01-10
OR,49,0,2021-01-10
PA,537,5,2021-01-10
ID,44,1,2021-01-10
IL,374,5,2021-01-10
IN,275,3,2021-01-10
KS,135,0,2021-01-10
KY,375,0,2021-01-10
LA,228,3,2021-01-10
MA,228,6,2021-01-10
MD,263,1,2021-01-10
ME,14,2,2021-01-10
MI,261,0,2021-01-10
MN,83,1,2021-01-10
MO,244,1,2021-01-10
MS,166,5,2021-01-10
WY,18,0,2021-01-10
