state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,50,2,2020-12-04
RI,35,0,2020-12-04
SC,128,0,2020-12-04
SD,47,1,2020-12-04
TN,311,1,2020-12-04
TX,1089,19,2020-12-04
UT,96,6,2020-12-04
VA,182,6,2020-12-04
VI,0,0,2020-12-04
VT,7,0,2020-12-04
WA,108,0,2020-12-04
WI,369,6,2020-12-04
WV,81,0,2020-12-04
AK,20,0,2020-12-04
AL,276,2,2020-12-04
AR,147,6,2020-12-04
AZ,285,2,2020-12-04
CA,1374,19,2020-12-04
CO,231,5,2020-12-04
CT,142,3,2020-12-04
DC,27,3,2020-12-04
DE,47,12,2020-12-04
FL,699,10,2020-12-04
GA,475,14,2020-12-04
HI,10,0,2020-12-04
IA,131,2,2020-12-04
MT,66,1,2020-12-04
NC,296,1,2020-12-04
ND,33,2,2020-12-04
NE,109,2,2020-12-04
NH,25,0,2020-12-04
NJ,399,4,2020-12-04
NM,143,1,2020-12-04
NV,148,0,2020-12-04
NY,842,10,2020-12-04
OH,739,8,2020-12-04
OK,339,2,2020-12-04
OR,76,3,2020-12-04
PA,724,4,2020-12-04
ID,58,1,2020-12-04
IL,579,5,2020-12-04
IN,426,3,2020-12-04
KS,156,0,2020-12-04
KY,430,1,2020-12-04
LA,197,3,2020-12-04
MA,191,1,2020-12-04
MD,239,2,2020-12-04
ME,25,1,2020-12-04
MI,479,6,2020-12-04
MN,207,4,2020-12-04
MO,294,4,2020-12-04
MS,154,2,2020-12-04
WY,25,0,2020-12-04
