state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,215,0,2021-02-22
RI,4,0,2021-02-22
SC,92,0,2021-02-22
SD,7,1,2021-02-22
TN,73,2,2021-02-22
TX,761,17,2021-02-22
UT,33,1,2021-02-22
VA,139,0,2021-02-22
VI,0,0,2021-02-22
VT,5,0,2021-02-22
WA,39,1,2021-02-22
WI,59,0,2021-02-22
WV,29,0,2021-02-22
AK,6,0,2021-02-22
AL,95,1,2021-02-22
AR,62,1,2021-02-22
AZ,116,0,2021-02-22
CA,466,16,2021-02-22
CO,49,1,2021-02-22
CT,60,1,2021-02-22
DC,17,1,2021-02-22
DE,19,0,2021-02-22
FL,510,9,2021-02-22
GA,270,21,2021-02-22
HI,5,0,2021-02-22
IA,31,0,2021-02-22
MT,16,3,2021-02-22
NC,137,2,2021-02-22
ND,4,0,2021-02-22
NE,16,0,2021-02-22
NH,15,0,2021-02-22
NJ,202,1,2021-02-22
NM,23,0,2021-02-22
NV,66,1,2021-02-22
NY,551,13,2021-02-22
OH,170,3,2021-02-22
OK,145,2,2021-02-22
OR,27,0,2021-02-22
PA,228,2,2021-02-22
ID,14,0,2021-02-22
IL,145,2,2021-02-22
IN,76,3,2021-02-22
KS,44,1,2021-02-22
KY,230,0,2021-02-22
LA,59,1,2021-02-22
MA,93,1,2021-02-22
MD,80,0,2021-02-22
ME,5,0,2021-02-22
MI,75,2,2021-02-22
MN,30,0,2021-02-22
MO,95,1,2021-02-22
MS,49,0,2021-02-22
WY,1,1,2021-02-22
