state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,225,0,2020-12-02
RI,25,2,2020-12-02
SC,143,1,2020-12-02
SD,53,1,2020-12-02
TN,271,1,2020-12-02
TX,1160,14,2020-12-02
UT,105,3,2020-12-02
VA,169,1,2020-12-02
VI,0,0,2020-12-02
VT,5,0,2020-12-02
WA,101,0,2020-12-02
WI,389,6,2020-12-02
WV,57,2,2020-12-02
AK,22,0,2020-12-02
AL,283,1,2020-12-02
AR,150,2,2020-12-02
AZ,285,0,2020-12-02
CA,1225,13,2020-12-02
CO,315,5,2020-12-02
CT,160,3,2020-12-02
DC,36,3,2020-12-02
DE,34,11,2020-12-02
FL,611,6,2020-12-02
GA,455,13,2020-12-02
HI,10,0,2020-12-02
IA,140,4,2020-12-02
MT,55,2,2020-12-02
NC,265,2,2020-12-02
ND,37,2,2020-12-02
NE,115,5,2020-12-02
NH,30,0,2020-12-02
NJ,458,4,2020-12-02
NM,122,0,2020-12-02
NV,175,2,2020-12-02
NY,871,5,2020-12-02
OH,747,12,2020-12-02
OK,368,2,2020-12-02
OR,76,0,2020-12-02
PA,784,9,2020-12-02
ID,50,0,2020-12-02
IL,588,9,2020-12-02
IN,387,7,2020-12-02
KS,151,3,2020-12-02
KY,420,4,2020-12-02
LA,179,4,2020-12-02
MA,213,1,2020-12-02
MD,237,2,2020-12-02
ME,19,0,2020-12-02
MI,530,6,2020-12-02
MN,204,7,2020-12-02
MO,269,10,2020-12-02
MS,138,4,2020-12-02
WY,24,0,2020-12-02
