state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,14,0,2021-02-09
RI,16,1,2021-02-09
SC,167,2,2021-02-09
SD,7,1,2021-02-09
TN,140,4,2021-02-09
TX,989,30,2021-02-09
UT,66,4,2021-02-09
VA,195,1,2021-02-09
VI,0,0,2021-02-09
VT,9,0,2021-02-09
WA,58,1,2021-02-09
WI,103,4,2021-02-09
WV,40,0,2021-02-09
AK,3,0,2021-02-09
AL,189,5,2021-02-09
AR,102,2,2021-02-09
AZ,271,3,2021-02-09
CA,1013,24,2021-02-09
CO,88,7,2021-02-09
CT,111,3,2021-02-09
DC,21,2,2021-02-09
DE,21,3,2021-02-09
FL,770,16,2021-02-09
GA,440,14,2021-02-09
HI,4,0,2021-02-09
IA,46,2,2021-02-09
ID,25,0,2021-02-09
IL,180,3,2021-02-09
IN,132,6,2021-02-09
KS,50,0,2021-02-09
KY,293,2,2021-02-09
LA,135,3,2021-02-09
MA,147,1,2021-02-09
MD,143,0,2021-02-09
ME,8,0,2021-02-09
MI,137,1,2021-02-09
MN,54,1,2021-02-09
MO,97,5,2021-02-09
MS,68,0,2021-02-09
MT,25,2,2021-02-09
NC,232,3,2021-02-09
ND,15,1,2021-02-09
NE,28,1,2021-02-09
NH,13,0,2021-02-09
NJ,306,1,2021-02-09
NM,37,0,2021-02-09
NV,101,1,2021-02-09
NY,737,21,2021-02-09
OH,288,12,2021-02-09
OK,219,4,2021-02-09
OR,31,3,2021-02-09
PA,321,2,2021-02-09
WY,13,1,2021-02-09
