state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,14,2,2021-01-27
RI,32,1,2021-01-27
SC,262,3,2021-01-27
SD,13,0,2021-01-27
TN,180,3,2021-01-27
TX,1519,29,2021-01-27
UT,82,4,2021-01-27
VA,254,6,2021-01-27
VI,0,0,2021-01-27
VT,9,0,2021-01-27
WA,73,2,2021-01-27
WI,167,2,2021-01-27
WV,53,3,2021-01-27
AK,4,1,2021-01-27
AL,283,1,2021-01-27
AR,134,0,2021-01-27
AZ,475,4,2021-01-27
CA,1498,15,2021-01-27
CO,76,7,2021-01-27
CT,135,2,2021-01-27
DC,25,3,2021-01-27
DE,24,2,2021-01-27
FL,985,37,2021-01-27
GA,758,22,2021-01-27
HI,6,0,2021-01-27
IA,50,0,2021-01-27
ID,26,1,2021-01-27
IL,305,3,2021-01-27
IN,193,9,2021-01-27
KS,91,2,2021-01-27
KY,378,2,2021-01-27
LA,201,2,2021-01-27
MA,233,8,2021-01-27
MD,217,6,2021-01-27
ME,13,1,2021-01-27
MI,170,5,2021-01-27
MN,66,2,2021-01-27
MO,185,6,2021-01-27
MS,106,5,2021-01-27
MT,27,1,2021-01-27
NC,393,6,2021-01-27
ND,7,1,2021-01-27
NE,26,0,2021-01-27
NH,24,0,2021-01-27
NJ,383,4,2021-01-27
NM,74,1,2021-01-27
NV,101,2,2021-01-27
NY,846,6,2021-01-27
OH,472,10,2021-01-27
OK,261,6,2021-01-27
OR,46,1,2021-01-27
PA,424,9,2021-01-27
WY,10,0,2021-01-27
