state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,33,0,2020-11-29
RI,31,1,2020-11-29
SC,95,1,2020-11-29
SD,42,1,2020-11-29
TN,224,2,2020-11-29
TX,1095,14,2020-11-29
UT,86,4,2020-11-29
VA,161,1,2020-11-29
VI,0,0,2020-11-29
VT,3,0,2020-11-29
WA,98,0,2020-11-29
WI,392,3,2020-11-29
WV,87,1,2020-11-29
AK,17,1,2020-11-29
AL,214,1,2020-11-29
AR,120,0,2020-11-29
AZ,299,1,2020-11-29
CA,1037,12,2020-11-29
CO,253,0,2020-11-29
CT,102,2,2020-11-29
DC,20,2,2020-11-29
DE,29,10,2020-11-29
FL,601,9,2020-11-29
GA,452,10,2020-11-29
HI,3,0,2020-11-29
IA,144,0,2020-11-29
MT,53,1,2020-11-29
NC,248,4,2020-11-29
ND,31,1,2020-11-29
NE,106,1,2020-11-29
NH,21,0,2020-11-29
NJ,365,2,2020-11-29
NM,114,2,2020-11-29
NV,153,2,2020-11-29
NY,711,4,2020-11-29
OH,691,9,2020-11-29
OK,327,2,2020-11-29
OR,62,0,2020-11-29
PA,653,4,2020-11-29
ID,61,1,2020-11-29
IL,505,6,2020-11-29
IN,314,4,2020-11-29
KS,156,0,2020-11-29
KY,381,2,2020-11-29
LA,168,4,2020-11-29
MA,159,1,2020-11-29
MD,194,1,2020-11-29
ME,13,0,2020-11-29
MI,558,7,2020-11-29
MN,192,3,2020-11-29
MO,285,3,2020-11-29
MS,134,0,2020-11-29
WY,38,0,2020-11-29
