state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,23,0,2021-01-11
RI,27,1,2021-01-11
SC,263,3,2021-01-11
SD,21,0,2021-01-11
TN,237,2,2021-01-11
TX,1654,29,2021-01-11
UT,70,1,2021-01-11
VA,275,0,2021-01-11
VI,0,0,2021-01-11
VT,7,0,2021-01-11
WA,94,1,2021-01-11
WI,204,2,2021-01-11
WV,81,0,2021-01-11
AK,8,0,2021-01-11
AL,352,2,2021-01-11
AR,143,1,2021-01-11
AZ,557,5,2021-01-11
CA,1942,26,2021-01-11
CO,129,3,2021-01-11
CT,116,1,2021-01-11
DC,41,4,2021-01-11
DE,62,0,2021-01-11
FL,979,6,2021-01-11
GA,670,18,2021-01-11
HI,9,0,2021-01-11
IA,59,2,2021-01-11
MT,33,2,2021-01-11
NC,417,3,2021-01-11
ND,13,0,2021-01-11
NE,62,5,2021-01-11
NH,41,0,2021-01-11
NJ,370,1,2021-01-11
NM,85,0,2021-01-11
NV,163,2,2021-01-11
NY,947,9,2021-01-11
OH,497,5,2021-01-11
OK,337,3,2021-01-11
OR,46,0,2021-01-11
PA,504,5,2021-01-11
ID,29,0,2021-01-11
IL,351,3,2021-01-11
IN,243,6,2021-01-11
KS,125,0,2021-01-11
KY,444,0,2021-01-11
LA,204,2,2021-01-11
MA,195,3,2021-01-11
MD,208,4,2021-01-11
ME,17,0,2021-01-11
MI,223,0,2021-01-11
MN,75,0,2021-01-11
MO,202,3,2021-01-11
MS,135,3,2021-01-11
WY,12,0,2021-01-11
