state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
AK,9,1,2020-11-19
AL,221,2,2020-11-19
AR,145,1,2020-11-19
AZ,222,5,2020-11-19
CA,703,10,2020-11-19
CO,295,3,2020-11-19
CT,114,1,2020-11-19
DC,21,0,2020-11-19
DE,17,4,2020-11-19
FL,521,6,2020-11-19
GA,500,3,2020-11-19
HI,10,0,2020-11-19
IA,214,6,2020-11-19
PA,482,8,2020-11-19
PR,48,0,2020-11-19
RI,22,0,2020-11-19
SC,83,2,2020-11-19
SD,87,2,2020-11-19
TN,240,2,2020-11-19
TX,1174,33,2020-11-19
UT,116,2,2020-11-19
VA,137,3,2020-11-19
VI,0,0,2020-11-19
VT,3,0,2020-11-19
WA,111,0,2020-11-19
WI,508,3,2020-11-19
MS,117,2,2020-11-19
MT,89,1,2020-11-19
NC,194,3,2020-11-19
ND,51,0,2020-11-19
NE,134,4,2020-11-19
NH,7,1,2020-11-19
NJ,310,2,2020-11-19
NM,115,2,2020-11-19
NV,149,0,2020-11-19
NY,482,7,2020-11-19
OH,651,9,2020-11-19
OK,339,3,2020-11-19
OR,54,0,2020-11-19
ID,64,0,2020-11-19
IL,676,6,2020-11-19
IN,342,10,2020-11-19
KS,152,1,2020-11-19
KY,338,2,2020-11-19
LA,160,2,2020-11-19
MA,129,2,2020-11-19
MD,172,1,2020-11-19
ME,22,0,2020-11-19
MI,465,2,2020-11-19
MN,269,5,2020-11-19
MO,332,1,2020-11-19
WV,52,0,2020-11-19
WY,45,1,2020-11-19
