state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,13,1,2021-01-26
RI,27,0,2021-01-26
SC,261,2,2021-01-26
SD,13,0,2021-01-26
TN,195,3,2021-01-26
TX,1371,29,2021-01-26
UT,75,2,2021-01-26
VA,279,4,2021-01-26
VI,0,0,2021-01-26
VT,8,0,2021-01-26
WA,93,0,2021-01-26
WI,180,2,2021-01-26
WV,58,0,2021-01-26
AK,3,1,2021-01-26
AL,305,4,2021-01-26
AR,139,1,2021-01-26
AZ,508,5,2021-01-26
CA,1573,25,2021-01-26
CO,121,2,2021-01-26
CT,122,7,2021-01-26
DC,45,2,2021-01-26
DE,48,2,2021-01-26
FL,1034,37,2021-01-26
GA,685,17,2021-01-26
HI,10,0,2021-01-26
IA,73,2,2021-01-26
MT,33,0,2021-01-26
NC,297,4,2021-01-26
ND,12,1,2021-01-26
NE,29,0,2021-01-26
NH,27,1,2021-01-26
NJ,366,0,2021-01-26
NM,84,1,2021-01-26
NV,142,2,2021-01-26
NY,893,20,2021-01-26
OH,433,6,2021-01-26
OK,264,1,2021-01-26
OR,40,2,2021-01-26
PA,486,11,2021-01-26
ID,31,0,2021-01-26
IL,320,4,2021-01-26
IN,197,7,2021-01-26
KS,95,1,2021-01-26
KY,413,0,2021-01-26
LA,176,2,2021-01-26
MA,221,3,2021-01-26
MD,179,5,2021-01-26
ME,18,0,2021-01-26
MI,176,2,2021-01-26
MN,65,2,2021-01-26
MO,213,5,2021-01-26
MS,103,0,2021-01-26
WY,20,0,2021-01-26
