state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,9,0,2021-02-21
RI,23,0,2021-02-21
SC,95,1,2021-02-21
SD,11,0,2021-02-21
TN,70,2,2021-02-21
TX,748,17,2021-02-21
UT,40,2,2021-02-21
VA,122,7,2021-02-21
VI,0,0,2021-02-21
VT,5,0,2021-02-21
WA,34,1,2021-02-21
WI,59,0,2021-02-21
WV,28,0,2021-02-21
AK,6,0,2021-02-21
AL,110,2,2021-02-21
AR,66,1,2021-02-21
AZ,146,1,2021-02-21
CA,563,17,2021-02-21
CO,62,4,2021-02-21
CT,83,4,2021-02-21
DC,21,7,2021-02-21
DE,21,1,2021-02-21
FL,560,7,2021-02-21
GA,327,18,2021-02-21
HI,3,0,2021-02-21
IA,22,0,2021-02-21
MT,14,0,2021-02-21
NC,157,2,2021-02-21
ND,7,1,2021-02-21
NE,20,2,2021-02-21
NH,11,0,2021-02-21
NJ,211,0,2021-02-21
NM,35,0,2021-02-21
NV,60,1,2021-02-21
NY,551,5,2021-02-21
OH,156,1,2021-02-21
OK,139,2,2021-02-21
OR,25,0,2021-02-21
PA,214,4,2021-02-21
ID,18,0,2021-02-21
IL,156,0,2021-02-21
IN,82,5,2021-02-21
KS,54,0,2021-02-21
KY,232,0,2021-02-21
LA,61,4,2021-02-21
MA,99,2,2021-02-21
MD,103,0,2021-02-21
ME,2,0,2021-02-21
MI,77,0,2021-02-21
MN,22,0,2021-02-21
MO,91,0,2021-02-21
MS,43,0,2021-02-21
WY,6,0,2021-02-21
