state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,10,1,2021-02-13
RI,14,0,2021-02-13
SC,148,2,2021-02-13
SD,12,2,2021-02-13
TN,116,1,2021-02-13
TX,998,17,2021-02-13
UT,45,1,2021-02-13
VA,181,2,2021-02-13
VI,0,0,2021-02-13
VT,4,0,2021-02-13
WA,67,0,2021-02-13
WI,90,2,2021-02-13
WV,31,0,2021-02-13
AK,4,0,2021-02-13
AL,144,3,2021-02-13
AR,83,2,2021-02-13
AZ,224,7,2021-02-13
CA,817,24,2021-02-13
CO,64,2,2021-02-13
CT,90,3,2021-02-13
DC,29,3,2021-02-13
DE,29,1,2021-02-13
FL,687,16,2021-02-13
GA,454,11,2021-02-13
HI,4,0,2021-02-13
IA,48,4,2021-02-13
MT,8,1,2021-02-13
NC,199,8,2021-02-13
ND,11,0,2021-02-13
NE,13,2,2021-02-13
NH,18,0,2021-02-13
NJ,251,5,2021-02-13
NM,37,0,2021-02-13
NV,76,1,2021-02-13
NY,693,12,2021-02-13
OH,246,13,2021-02-13
OK,160,1,2021-02-13
OR,34,1,2021-02-13
PA,256,5,2021-02-13
ID,20,1,2021-02-13
IL,168,1,2021-02-13
IN,94,7,2021-02-13
KS,71,2,2021-02-13
KY,221,0,2021-02-13
LA,81,4,2021-02-13
MA,135,2,2021-02-13
MD,116,1,2021-02-13
ME,8,0,2021-02-13
MI,90,5,2021-02-13
MN,49,1,2021-02-13
MO,96,2,2021-02-13
MS,59,0,2021-02-13
WY,6,0,2021-02-13
