state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PA,647,4,2020-12-26
PR,21,1,2020-12-26
RI,35,0,2020-12-26
SC,213,0,2020-12-26
SD,23,0,2020-12-26
TN,0,0,2020-12-26
TX,1437,20,2020-12-26
UT,67,2,2020-12-26
VA,249,0,2020-12-26
VI,0,0,2020-12-26
VT,2,0,2020-12-26
WA,114,1,2020-12-26
WI,200,1,2020-12-26
MS,165,4,2020-12-26
MT,30,1,2020-12-26
NC,356,5,2020-12-26
ND,13,1,2020-12-26
NE,38,2,2020-12-26
NH,37,0,2020-12-26
NJ,408,2,2020-12-26
NM,125,2,2020-12-26
NV,198,1,2020-12-26
NY,1005,6,2020-12-26
OH,558,4,2020-12-26
OK,358,3,2020-12-26
OR,55,0,2020-12-26
AK,8,0,2020-12-26
AL,361,2,2020-12-26
AR,146,1,2020-12-26
AZ,462,4,2020-12-26
CA,2156,18,2020-12-26
CO,164,2,2020-12-26
CT,121,5,2020-12-26
DC,32,3,2020-12-26
DE,34,0,2020-12-26
FL,863,9,2020-12-26
GA,745,13,2020-12-26
HI,9,0,2020-12-26
IA,69,1,2020-12-26
ID,46,0,2020-12-26
IL,406,1,2020-12-26
IN,310,8,2020-12-26
KS,125,2,2020-12-26
KY,409,0,2020-12-26
LA,194,2,2020-12-26
MA,280,1,2020-12-26
MD,236,1,2020-12-26
ME,15,0,2020-12-26
MI,308,3,2020-12-26
MN,90,4,2020-12-26
MO,239,4,2020-12-26
WV,83,0,2020-12-26
WY,17,0,2020-12-26
