state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
AK,3,0,2021-01-30
AL,231,6,2021-01-30
AR,108,2,2021-01-30
AZ,417,3,2021-01-30
CA,1439,15,2021-01-30
CO,80,4,2021-01-30
CT,129,0,2021-01-30
DC,31,1,2021-01-30
DE,33,2,2021-01-30
FL,874,15,2021-01-30
GA,464,21,2021-01-30
HI,2,0,2021-01-30
IA,53,1,2021-01-30
PR,23,2,2021-01-30
RI,31,1,2021-01-30
SC,196,3,2021-01-30
SD,12,0,2021-01-30
TN,136,1,2021-01-30
TX,1317,26,2021-01-30
UT,62,2,2021-01-30
VA,217,3,2021-01-30
VI,1,0,2021-01-30
VT,9,0,2021-01-30
WA,78,2,2021-01-30
WI,147,2,2021-01-30
WV,52,0,2021-01-30
MT,29,0,2021-01-30
NC,280,6,2021-01-30
ND,8,0,2021-01-30
NE,23,3,2021-01-30
NH,24,0,2021-01-30
NJ,323,2,2021-01-30
NM,81,1,2021-01-30
NV,115,3,2021-01-30
NY,752,18,2021-01-30
OH,327,8,2021-01-30
OK,239,3,2021-01-30
OR,45,1,2021-01-30
PA,360,9,2021-01-30
ID,27,0,2021-01-30
IL,276,3,2021-01-30
IN,173,7,2021-01-30
KS,70,1,2021-01-30
KY,336,1,2021-01-30
LA,149,4,2021-01-30
MA,205,3,2021-01-30
MD,192,2,2021-01-30
ME,23,0,2021-01-30
MI,163,5,2021-01-30
MN,56,2,2021-01-30
MO,164,5,2021-01-30
MS,80,3,2021-01-30
WY,8,0,2021-01-30
