state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,15,1,2021-01-25
RI,32,0,2021-01-25
SC,201,1,2021-01-25
SD,7,0,2021-01-25
TN,143,1,2021-01-25
TX,1341,26,2021-01-25
UT,46,0,2021-01-25
VA,233,1,2021-01-25
VI,0,0,2021-01-25
VT,7,0,2021-01-25
WA,66,0,2021-01-25
WI,160,2,2021-01-25
WV,51,1,2021-01-25
AK,7,2,2021-01-25
AL,236,2,2021-01-25
AR,117,0,2021-01-25
AZ,428,1,2021-01-25
CA,1373,27,2021-01-25
CO,97,1,2021-01-25
CT,106,1,2021-01-25
DC,22,0,2021-01-25
DE,47,0,2021-01-25
FL,825,35,2021-01-25
GA,482,22,2021-01-25
HI,4,0,2021-01-25
IA,48,0,2021-01-25
MT,19,0,2021-01-25
NC,325,5,2021-01-25
ND,9,0,2021-01-25
NE,32,0,2021-01-25
NH,20,0,2021-01-25
NJ,299,1,2021-01-25
NM,73,1,2021-01-25
NV,106,4,2021-01-25
NY,753,20,2021-01-25
OH,353,3,2021-01-25
OK,257,0,2021-01-25
OR,40,4,2021-01-25
PA,402,8,2021-01-25
ID,26,1,2021-01-25
IL,259,3,2021-01-25
IN,147,6,2021-01-25
KS,98,1,2021-01-25
KY,390,0,2021-01-25
LA,170,4,2021-01-25
MA,178,3,2021-01-25
MD,165,0,2021-01-25
ME,10,0,2021-01-25
MI,155,3,2021-01-25
MN,53,0,2021-01-25
MO,137,3,2021-01-25
MS,74,3,2021-01-25
WY,8,0,2021-01-25
