state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,8,1,2021-02-28
RI,3,0,2021-02-28
SC,73,0,2021-02-28
SD,11,0,2021-02-28
TN,50,1,2021-02-28
TX,622,12,2021-02-28
UT,32,0,2021-02-28
VA,112,0,2021-02-28
VI,0,0,2021-02-28
VT,4,0,2021-02-28
WA,42,0,2021-02-28
WI,56,0,2021-02-28
WV,20,0,2021-02-28
ID,18,0,2021-02-28
IL,105,2,2021-02-28
IN,73,5,2021-02-28
KS,28,0,2021-02-28
KY,146,0,2021-02-28
LA,74,2,2021-02-28
MA,104,0,2021-02-28
MD,97,0,2021-02-28
ME,8,0,2021-02-28
MI,86,5,2021-02-28
MN,30,2,2021-02-28
MO,75,3,2021-02-28
MS,41,1,2021-02-28
AK,3,0,2021-02-28
AL,79,2,2021-02-28
AR,32,0,2021-02-28
AZ,119,3,2021-02-28
CA,447,4,2021-02-28
CO,51,1,2021-02-28
CT,80,0,2021-02-28
DC,12,0,2021-02-28
DE,13,0,2021-02-28
FL,532,14,2021-02-28
GA,269,12,2021-02-28
HI,2,0,2021-02-28
IA,28,3,2021-02-28
MT,14,0,2021-02-28
NC,113,2,2021-02-28
ND,2,0,2021-02-28
NE,17,0,2021-02-28
NH,8,0,2021-02-28
NJ,214,2,2021-02-28
NM,22,0,2021-02-28
NV,54,0,2021-02-28
NY,568,11,2021-02-28
OH,139,4,2021-02-28
OK,105,2,2021-02-28
OR,18,0,2021-02-28
PA,181,10,2021-02-28
WY,0,0,2021-02-28
