state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
AK,17,0,2020-12-05
AL,293,0,2020-12-05
AR,130,2,2020-12-05
AZ,277,0,2020-12-05
CA,1438,14,2020-12-05
CO,240,5,2020-12-05
CT,145,3,2020-12-05
DC,21,2,2020-12-05
DE,50,12,2020-12-05
FL,721,13,2020-12-05
GA,537,10,2020-12-05
HI,5,0,2020-12-05
IA,147,1,2020-12-05
MT,53,0,2020-12-05
NC,284,2,2020-12-05
ND,35,1,2020-12-05
NE,92,4,2020-12-05
NH,33,0,2020-12-05
NJ,424,5,2020-12-05
NM,136,2,2020-12-05
NV,168,3,2020-12-05
NY,854,12,2020-12-05
OH,706,12,2020-12-05
OK,315,5,2020-12-05
OR,63,0,2020-12-05
PA,718,8,2020-12-05
ID,60,2,2020-12-05
IL,524,5,2020-12-05
IN,389,3,2020-12-05
KS,170,2,2020-12-05
KY,443,4,2020-12-05
LA,213,3,2020-12-05
MA,193,3,2020-12-05
MD,240,1,2020-12-05
ME,13,0,2020-12-05
MI,495,4,2020-12-05
MN,197,7,2020-12-05
MO,268,3,2020-12-05
MS,141,1,2020-12-05
PR,45,1,2020-12-05
RI,33,1,2020-12-05
SC,109,0,2020-12-05
SD,50,1,2020-12-05
TN,290,2,2020-12-05
TX,1074,17,2020-12-05
UT,95,4,2020-12-05
VA,208,6,2020-12-05
VI,0,0,2020-12-05
VT,3,0,2020-12-05
WA,116,0,2020-12-05
WI,338,5,2020-12-05
WV,75,0,2020-12-05
WY,24,0,2020-12-05
