state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,10,1,2021-02-10
RI,19,0,2021-02-10
SC,167,2,2021-02-10
SD,8,0,2021-02-10
TN,92,1,2021-02-10
TX,1031,22,2021-02-10
UT,41,4,2021-02-10
VA,222,4,2021-02-10
VI,0,0,2021-02-10
VT,8,0,2021-02-10
WA,50,2,2021-02-10
WI,108,3,2021-02-10
WV,41,0,2021-02-10
AK,5,1,2021-02-10
AL,179,4,2021-02-10
AR,106,1,2021-02-10
AZ,268,7,2021-02-10
CA,910,14,2021-02-10
CO,83,8,2021-02-10
CT,94,2,2021-02-10
DC,27,1,2021-02-10
DE,26,1,2021-02-10
FL,737,9,2021-02-10
GA,478,14,2021-02-10
HI,0,0,2021-02-10
IA,29,1,2021-02-10
MT,17,1,2021-02-10
NC,240,1,2021-02-10
ND,13,1,2021-02-10
NE,19,0,2021-02-10
NH,12,0,2021-02-10
NJ,302,0,2021-02-10
NM,44,0,2021-02-10
NV,86,2,2021-02-10
NY,818,13,2021-02-10
OH,287,5,2021-02-10
OK,171,4,2021-02-10
OR,34,1,2021-02-10
PA,275,7,2021-02-10
ID,21,0,2021-02-10
IL,189,1,2021-02-10
IN,130,6,2021-02-10
KS,53,1,2021-02-10
KY,270,1,2021-02-10
LA,141,2,2021-02-10
MA,143,2,2021-02-10
MD,165,0,2021-02-10
ME,18,0,2021-02-10
MI,118,2,2021-02-10
MN,58,2,2021-02-10
MO,114,5,2021-02-10
MS,77,1,2021-02-10
WY,9,2,2021-02-10
