state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,10,2,2021-02-12
RI,28,0,2021-02-12
SC,154,3,2021-02-12
SD,7,0,2021-02-12
TN,121,1,2021-02-12
TX,992,21,2021-02-12
UT,43,3,2021-02-12
VA,195,4,2021-02-12
VI,0,0,2021-02-12
VT,5,0,2021-02-12
WA,61,0,2021-02-12
WI,86,5,2021-02-12
WV,24,0,2021-02-12
AK,3,0,2021-02-12
AL,179,5,2021-02-12
AR,84,2,2021-02-12
AZ,234,9,2021-02-12
CA,851,27,2021-02-12
CO,75,2,2021-02-12
CT,90,3,2021-02-12
DC,13,3,2021-02-12
DE,29,1,2021-02-12
FL,753,16,2021-02-12
GA,406,13,2021-02-12
HI,4,0,2021-02-12
IA,35,1,2021-02-12
ID,21,1,2021-02-12
IL,182,1,2021-02-12
IN,110,7,2021-02-12
KS,62,1,2021-02-12
KY,263,0,2021-02-12
LA,108,6,2021-02-12
MA,136,2,2021-02-12
MD,126,1,2021-02-12
ME,15,0,2021-02-12
MI,118,4,2021-02-12
MN,45,1,2021-02-12
MO,126,3,2021-02-12
MS,50,0,2021-02-12
MT,14,2,2021-02-12
NC,192,2,2021-02-12
ND,12,0,2021-02-12
NE,15,1,2021-02-12
NH,17,0,2021-02-12
NJ,274,6,2021-02-12
NM,33,0,2021-02-12
NV,73,0,2021-02-12
NY,707,12,2021-02-12
OH,247,6,2021-02-12
OK,148,1,2021-02-12
OR,27,2,2021-02-12
PA,291,5,2021-02-12
WY,14,0,2021-02-12
