state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
AK,5,0,2021-03-04
AL,75,2,2021-03-04
AR,45,0,2021-03-04
AZ,109,2,2021-03-04
CA,504,14,2021-03-04
CO,62,1,2021-03-04
CT,74,0,2021-03-04
DC,8,0,2021-03-04
DE,13,2,2021-03-04
FL,568,12,2021-03-04
GA,392,13,2021-03-04
HI,1,0,2021-03-04
IA,33,1,2021-03-04
PR,17,0,2021-03-04
RI,7,1,2021-03-04
SC,96,2,2021-03-04
SD,8,0,2021-03-04
TN,70,2,2021-03-04
TX,500,15,2021-03-04
UT,27,1,2021-03-04
VA,132,3,2021-03-04
VI,0,0,2021-03-04
VT,2,0,2021-03-04
WA,55,1,2021-03-04
WI,58,0,2021-03-04
WV,23,0,2021-03-04
MT,12,1,2021-03-04
NC,133,4,2021-03-04
ND,4,1,2021-03-04
NE,17,0,2021-03-04
NH,11,1,2021-03-04
NJ,241,2,2021-03-04
NM,31,0,2021-03-04
NV,43,1,2021-03-04
NY,512,9,2021-03-04
OH,174,8,2021-03-04
OK,74,1,2021-03-04
OR,21,0,2021-03-04
PA,213,6,2021-03-04
ID,16,0,2021-03-04
IL,135,5,2021-03-04
IN,67,7,2021-03-04
KS,30,1,2021-03-04
KY,206,1,2021-03-04
LA,67,3,2021-03-04
MA,114,0,2021-03-04
MD,98,3,2021-03-04
ME,10,0,2021-03-04
MI,123,1,2021-03-04
MN,34,0,2021-03-04
MO,65,5,2021-03-04
MS,37,2,2021-03-04
WY,3,0,2021-03-04
