state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,238,1,2021-01-19
RI,28,0,2021-01-19
SC,266,0,2021-01-19
SD,19,0,2021-01-19
TN,242,2,2021-01-19
TX,1662,33,2021-01-19
UT,66,5,2021-01-19
VA,281,9,2021-01-19
VI,0,0,2021-01-19
VT,9,0,2021-01-19
WA,96,0,2021-01-19
WI,200,0,2021-01-19
WV,65,0,2021-01-19
AK,4,0,2021-01-19
AL,342,1,2021-01-19
AR,146,2,2021-01-19
AZ,584,6,2021-01-19
CA,1913,27,2021-01-19
CO,82,2,2021-01-19
CT,151,4,2021-01-19
DC,24,2,2021-01-19
DE,55,1,2021-01-19
FL,1059,14,2021-01-19
GA,453,1,2021-01-19
HI,6,0,2021-01-19
IA,81,3,2021-01-19
ID,24,1,2021-01-19
IL,342,3,2021-01-19
IN,255,42,2021-01-19
KS,120,2,2021-01-19
KY,401,2,2021-01-19
LA,225,1,2021-01-19
MA,243,4,2021-01-19
MD,203,2,2021-01-19
ME,19,0,2021-01-19
MI,223,5,2021-01-19
MN,67,4,2021-01-19
MO,208,8,2021-01-19
MS,118,2,2021-01-19
MT,33,2,2021-01-19
NC,297,4,2021-01-19
ND,11,1,2021-01-19
NE,45,0,2021-01-19
NH,31,0,2021-01-19
NJ,420,2,2021-01-19
NM,88,0,2021-01-19
NV,130,3,2021-01-19
NY,1037,14,2021-01-19
OH,486,7,2021-01-19
OK,324,4,2021-01-19
OR,31,0,2021-01-19
PA,503,4,2021-01-19
WY,11,1,2021-01-19
