state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,41,3,2020-11-17
RI,21,0,2020-11-17
SC,89,1,2020-11-17
SD,89,2,2020-11-17
TN,249,1,2020-11-17
TX,1038,27,2020-11-17
UT,112,0,2020-11-17
VA,129,3,2020-11-17
VI,0,0,2020-11-17
VT,2,0,2020-11-17
WA,79,1,2020-11-17
WI,496,1,2020-11-17
WV,51,0,2020-11-17
AK,19,0,2020-11-17
AL,221,0,2020-11-17
AR,127,1,2020-11-17
AZ,207,3,2020-11-17
CA,601,8,2020-11-17
CO,264,4,2020-11-17
CT,71,2,2020-11-17
DC,13,0,2020-11-17
DE,15,4,2020-11-17
FL,582,10,2020-11-17
GA,403,5,2020-11-17
HI,7,0,2020-11-17
IA,237,2,2020-11-17
ID,54,0,2020-11-17
IL,665,4,2020-11-17
IN,342,2,2020-11-17
KS,182,1,2020-11-17
KY,319,2,2020-11-17
LA,140,1,2020-11-17
MA,145,2,2020-11-17
MD,185,3,2020-11-17
ME,16,0,2020-11-17
MI,409,0,2020-11-17
MN,213,2,2020-11-17
MO,365,5,2020-11-17
MS,114,1,2020-11-17
MT,65,1,2020-11-17
NC,201,1,2020-11-17
ND,51,0,2020-11-17
NE,134,4,2020-11-17
NH,14,0,2020-11-17
NJ,289,0,2020-11-17
NM,115,0,2020-11-17
NV,138,1,2020-11-17
NY,437,13,2020-11-17
OH,643,7,2020-11-17
OK,304,5,2020-11-17
OR,45,0,2020-11-17
PA,490,4,2020-11-17
WY,25,1,2020-11-17
