state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,30,0,2020-11-27
RI,30,1,2020-11-27
SC,82,2,2020-11-27
SD,44,0,2020-11-27
TN,203,1,2020-11-27
TX,1058,18,2020-11-27
UT,67,1,2020-11-27
VA,149,2,2020-11-27
VI,0,0,2020-11-27
VT,4,0,2020-11-27
WA,77,0,2020-11-27
WI,352,0,2020-11-27
WV,60,1,2020-11-27
AK,11,1,2020-11-27
AL,203,1,2020-11-27
AR,125,0,2020-11-27
AZ,283,1,2020-11-27
CA,960,12,2020-11-27
CO,265,4,2020-11-27
CT,115,2,2020-11-27
DC,20,2,2020-11-27
DE,24,7,2020-11-27
FL,499,9,2020-11-27
GA,346,10,2020-11-27
HI,5,0,2020-11-27
IA,134,2,2020-11-27
MT,67,4,2020-11-27
NC,234,2,2020-11-27
ND,44,0,2020-11-27
NE,112,1,2020-11-27
NH,14,0,2020-11-27
NJ,337,2,2020-11-27
NM,105,1,2020-11-27
NV,150,1,2020-11-27
NY,665,6,2020-11-27
OH,580,7,2020-11-27
OK,318,2,2020-11-27
OR,75,1,2020-11-27
PA,546,9,2020-11-27
ID,46,0,2020-11-27
IL,466,7,2020-11-27
IN,345,6,2020-11-27
KS,162,0,2020-11-27
KY,388,3,2020-11-27
LA,162,4,2020-11-27
MA,111,2,2020-11-27
MD,208,1,2020-11-27
ME,14,0,2020-11-27
MI,507,2,2020-11-27
MN,171,3,2020-11-27
MO,308,3,2020-11-27
MS,107,0,2020-11-27
WY,34,0,2020-11-27
