state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PA,582,3,2021-01-16
PR,23,3,2021-01-16
RI,40,1,2021-01-16
SC,290,1,2021-01-16
SD,20,0,2021-01-16
TN,251,4,2021-01-16
TX,1801,36,2021-01-16
UT,79,2,2021-01-16
VA,312,5,2021-01-16
VI,0,0,2021-01-16
VT,11,0,2021-01-16
WA,109,0,2021-01-16
WI,205,0,2021-01-16
AK,6,0,2021-01-16
AL,396,2,2021-01-16
AR,154,3,2021-01-16
AZ,540,1,2021-01-16
CA,2209,19,2021-01-16
CO,134,4,2021-01-16
CT,166,2,2021-01-16
DC,28,0,2021-01-16
DE,52,3,2021-01-16
FL,1050,19,2021-01-16
GA,513,1,2021-01-16
HI,14,0,2021-01-16
IA,61,1,2021-01-16
ID,35,1,2021-01-16
IL,349,4,2021-01-16
IN,286,9,2021-01-16
KS,162,0,2021-01-16
KY,459,1,2021-01-16
LA,197,4,2021-01-16
MA,277,7,2021-01-16
MD,246,2,2021-01-16
ME,22,0,2021-01-16
MI,250,3,2021-01-16
MN,94,1,2021-01-16
MO,233,8,2021-01-16
MS,131,2,2021-01-16
MT,44,2,2021-01-16
NC,452,8,2021-01-16
ND,12,1,2021-01-16
NE,44,0,2021-01-16
NH,30,0,2021-01-16
NJ,393,6,2021-01-16
NM,107,0,2021-01-16
NV,166,0,2021-01-16
NY,1133,9,2021-01-16
OH,560,7,2021-01-16
OK,316,4,2021-01-16
OR,54,1,2021-01-16
WV,64,1,2021-01-16
WY,22,2,2021-01-16
