state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,229,0,2020-12-28
RI,25,1,2020-12-28
SC,221,2,2020-12-28
SD,28,0,2020-12-28
TN,344,2,2020-12-28
TX,1547,15,2020-12-28
UT,69,3,2020-12-28
VA,214,5,2020-12-28
VI,0,0,2020-12-28
VT,1,0,2020-12-28
WA,109,0,2020-12-28
WI,215,0,2020-12-28
WV,80,1,2020-12-28
ID,48,2,2020-12-28
IL,410,3,2020-12-28
IN,337,6,2020-12-28
KS,131,0,2020-12-28
KY,455,0,2020-12-28
LA,229,2,2020-12-28
MA,229,2,2020-12-28
MD,164,0,2020-12-28
ME,10,0,2020-12-28
MI,234,3,2020-12-28
MN,119,1,2020-12-28
MO,254,5,2020-12-28
MS,141,1,2020-12-28
MT,43,2,2020-12-28
NC,355,4,2020-12-28
ND,21,1,2020-12-28
NE,48,2,2020-12-28
NH,31,0,2020-12-28
NJ,377,1,2020-12-28
NM,142,0,2020-12-28
NV,160,5,2020-12-28
NY,850,9,2020-12-28
OH,572,5,2020-12-28
OK,359,3,2020-12-28
OR,56,0,2020-12-28
PA,581,2,2020-12-28
AK,10,0,2020-12-28
AL,367,1,2020-12-28
AR,148,4,2020-12-28
AZ,465,5,2020-12-28
CA,2315,28,2020-12-28
CO,134,0,2020-12-28
CT,108,5,2020-12-28
DC,20,3,2020-12-28
DE,55,1,2020-12-28
FL,857,14,2020-12-28
GA,661,12,2020-12-28
HI,11,0,2020-12-28
IA,73,1,2020-12-28
WY,16,0,2020-12-28
