state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
ID,13,0,2021-02-17
IL,170,0,2021-02-17
IN,120,5,2021-02-17
KS,60,1,2021-02-17
KY,174,1,2021-02-17
LA,74,22,2021-02-17
MA,112,0,2021-02-17
MD,119,0,2021-02-17
ME,10,0,2021-02-17
MI,93,2,2021-02-17
MN,33,4,2021-02-17
MO,82,1,2021-02-17
MS,38,2,2021-02-17
PR,218,3,2021-02-17
RI,17,0,2021-02-17
SC,141,3,2021-02-17
SD,8,0,2021-02-17
TN,95,0,2021-02-17
TX,720,9,2021-02-17
UT,36,3,2021-02-17
VA,190,3,2021-02-17
VI,0,0,2021-02-17
VT,5,0,2021-02-17
WA,64,0,2021-02-17
WI,86,2,2021-02-17
WV,38,1,2021-02-17
AK,8,0,2021-02-17
AL,117,0,2021-02-17
AR,66,4,2021-02-17
AZ,244,1,2021-02-17
CA,740,19,2021-02-17
CO,80,6,2021-02-17
CT,90,1,2021-02-17
DC,26,2,2021-02-17
DE,26,0,2021-02-17
FL,748,13,2021-02-17
GA,466,23,2021-02-17
HI,1,0,2021-02-17
IA,48,2,2021-02-17
MT,31,0,2021-02-17
NC,222,7,2021-02-17
ND,9,1,2021-02-17
NE,25,0,2021-02-17
NH,16,0,2021-02-17
NJ,276,4,2021-02-17
NM,39,0,2021-02-17
NV,64,0,2021-02-17
NY,617,6,2021-02-17
OH,194,3,2021-02-17
OK,154,2,2021-02-17
OR,30,0,2021-02-17
PA,270,4,2021-02-17
WY,6,0,2021-02-17
