state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,15,0,2021-02-05
RI,22,0,2021-02-05
SC,198,3,2021-02-05
SD,9,0,2021-02-05
TN,123,1,2021-02-05
TX,1205,24,2021-02-05
UT,57,0,2021-02-05
VA,240,7,2021-02-05
VI,0,0,2021-02-05
VT,6,0,2021-02-05
WA,59,0,2021-02-05
WI,110,0,2021-02-05
WV,59,2,2021-02-05
AK,2,0,2021-02-05
AL,236,6,2021-02-05
AR,107,1,2021-02-05
AZ,306,5,2021-02-05
CA,1166,24,2021-02-05
CO,74,7,2021-02-05
CT,130,1,2021-02-05
DC,32,3,2021-02-05
DE,17,1,2021-02-05
FL,812,13,2021-02-05
GA,432,22,2021-02-05
HI,4,0,2021-02-05
IA,46,1,2021-02-05
MT,21,0,2021-02-05
NC,215,3,2021-02-05
ND,7,0,2021-02-05
NE,31,1,2021-02-05
NH,20,0,2021-02-05
NJ,354,2,2021-02-05
NM,72,3,2021-02-05
NV,96,0,2021-02-05
NY,923,11,2021-02-05
OH,286,8,2021-02-05
OK,208,6,2021-02-05
OR,36,4,2021-02-05
PA,333,3,2021-02-05
ID,26,0,2021-02-05
IL,230,2,2021-02-05
IN,189,6,2021-02-05
KS,80,1,2021-02-05
KY,349,2,2021-02-05
LA,142,1,2021-02-05
MA,190,2,2021-02-05
MD,202,0,2021-02-05
ME,6,0,2021-02-05
MI,148,2,2021-02-05
MN,58,3,2021-02-05
MO,141,4,2021-02-05
MS,76,0,2021-02-05
WY,6,0,2021-02-05
