state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,11,0,2021-02-20
RI,15,0,2021-02-20
SC,105,3,2021-02-20
SD,23,1,2021-02-20
TN,99,1,2021-02-20
TX,775,17,2021-02-20
UT,39,3,2021-02-20
VA,128,9,2021-02-20
VI,0,0,2021-02-20
VT,7,0,2021-02-20
WA,44,1,2021-02-20
WI,82,3,2021-02-20
WV,32,1,2021-02-20
AK,7,0,2021-02-20
AL,155,4,2021-02-20
AR,72,3,2021-02-20
AZ,161,3,2021-02-20
CA,657,20,2021-02-20
CO,70,5,2021-02-20
CT,83,4,2021-02-20
DC,20,6,2021-02-20
DE,24,0,2021-02-20
FL,654,12,2021-02-20
GA,410,17,2021-02-20
HI,3,0,2021-02-20
IA,37,0,2021-02-20
MT,21,1,2021-02-20
NC,159,1,2021-02-20
ND,6,1,2021-02-20
NE,21,0,2021-02-20
NH,10,0,2021-02-20
NJ,247,0,2021-02-20
NM,32,0,2021-02-20
NV,69,2,2021-02-20
NY,591,10,2021-02-20
OH,180,5,2021-02-20
OK,138,3,2021-02-20
OR,37,0,2021-02-20
PA,247,1,2021-02-20
ID,16,0,2021-02-20
IL,181,2,2021-02-20
IN,108,3,2021-02-20
KS,58,4,2021-02-20
KY,238,0,2021-02-20
LA,90,5,2021-02-20
MA,96,6,2021-02-20
MD,104,0,2021-02-20
ME,3,0,2021-02-20
MI,107,3,2021-02-20
MN,26,1,2021-02-20
MO,107,0,2021-02-20
MS,35,0,2021-02-20
WY,5,0,2021-02-20
