state,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,date
PR,220,0,2020-11-30
RI,32,1,2020-11-30
SC,102,1,2020-11-30
SD,54,2,2020-11-30
TN,227,3,2020-11-30
TX,1053,21,2020-11-30
UT,79,0,2020-11-30
VA,159,6,2020-11-30
VI,0,0,2020-11-30
VT,4,0,2020-11-30
WA,87,0,2020-11-30
WI,363,2,2020-11-30
WV,67,1,2020-11-30
AK,21,0,2020-11-30
AL,241,3,2020-11-30
AR,138,3,2020-11-30
AZ,296,0,2020-11-30
CA,1109,15,2020-11-30
CO,231,4,2020-11-30
CT,115,5,2020-11-30
DC,22,2,2020-11-30
DE,17,2,2020-11-30
FL,549,12,2020-11-30
GA,373,12,2020-11-30
HI,2,0,2020-11-30
IA,131,1,2020-11-30
MT,56,1,2020-11-30
NC,238,2,2020-11-30
ND,37,4,2020-11-30
NE,92,1,2020-11-30
NH,24,0,2020-11-30
NJ,354,1,2020-11-30
NM,127,0,2020-11-30
NV,154,0,2020-11-30
NY,633,10,2020-11-30
OH,638,4,2020-11-30
OK,320,3,2020-11-30
OR,66,0,2020-11-30
PA,638,6,2020-11-30
ID,67,0,2020-11-30
IL,528,7,2020-11-30
IN,346,3,2020-11-30
KS,152,0,2020-11-30
KY,389,0,2020-11-30
LA,173,3,2020-11-30
MA,123,6,2020-11-30
MD,196,3,2020-11-30
ME,12,0,2020-11-30
MI,446,3,2020-11-30
MN,196,1,2020-11-30
MO,308,4,2020-11-30
MS,141,0,2020-11-30
WY,33,0,2020-11-30
