"date","file_link"
2023-03-10,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/246b73fd28ebab168a764380a5cb62cb375c298d/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-03-09,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/5f1765e0fe9b11d5866edea9818db6e580b9bc19/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-03-08,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/40f11ea9ecc603398f59e86556387070ff5d260c/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-03-07,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/6ecf32069411ac6f91cda3715f8d75e00cc28b44/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-03-06,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/4477f544a6971f9bc6a2ff8709444b96f6163707/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-03-05,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7f2e7b6a9baebbdf63cd7cfa4789ea0412175dcf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-03-04,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/43e643db526af1ccb336499075fcafa435176006/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-03-03,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/988bc2fee73db8522eb436aee0832e8343ed1c3f/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-03-02,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/277ec86c5b915c3d4a2698c4929828f6c5135781/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-03-01,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/93e06d43e68d6397e9fca1b1ffbb9fc71d349a59/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-28,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/c4c382b7849dfb7457b347a6d2236dda66e21548/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-27,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/7aec3ef008d049d73e09698dc517473c5e1178a0/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-26,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/5bf523a9979cce7cac973c66fbaae2d64f1f09cf/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-25,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3be8ad4f2d91a7f4ea8747c5ff4af60fa5c2fa5a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-24,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/3e899665c360d8a009e86091e9291d3569cb5a13/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-23,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/b052dc19d007df15406c9f33ca97dea4ce9be20d/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-22,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/23fadbc798e39cd0d43c856bd693d1dbb70728e1/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-21,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/496a9d263443e6b056d36ae6e29ed8c65a7a76f2/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-20,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/1bedf46460517fce2ff95ae8de4bbef7bcaca30a/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-19,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/05fb50d5f7ea89ff521f69600175e332f93e8563/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-18,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/a19828b6776ba02cd4f8bb0c7f87282981396767/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-17,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/5cb2efc5a620cf76166a3a5debd8a919c0a801a6/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-16,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/d6e68ede45763fecf5222e22337dedc7dabe3718/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-15,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/f3021ad36ee313ee94657d16eb7f2c27276e258e/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-14,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/30fc6e2a1823cb5926aa46a19bcbef30fc7edb54/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-13,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/e6ed8907dade6e47789fc021d141a865ede4770d/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-12,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/d73092f9c7de3fab459d0f5970828ddb3f7a5092/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
2023-02-11,"https://raw.githubusercontent.com/CSSEGISandData/COVID-19/aba9ca43bd8a6c84898eea563ef1511426bbd921/csse_covid_19_data/csse_covid_19_time_series/time_series_covid19_confirmed_global.csv"
